symbol,valuation_date,entry_price,fair_value_median,upside_to_median,return_90d,return_180d,return_365d,price_90d,price_180d,price_365d,threshold,max_drawdown_90d,max_drawdown_180d,max_drawdown_365d,rate_sensitivity_score,debt_burden_category
EMBELL,2023-09-07,16.35,21.2,0.2966360856269112,0.49235474006116187,0.43730886850152895,1.1039755351681955,24.4,23.5,34.4,0.2,-0.036697247706422104,-0.036697247706422104,-0.036697247706422104,4.5,moderate_debt
EMBELL,2023-10-19,15.8,21.31,0.34873417721518973,0.6075949367088606,0.48101265822784794,1.0316455696202531,25.4,23.4,32.1,0.2,0.0,0.0,0.0,4.5,moderate_debt
ALM,2023-11-16,290.0,431.73,0.48872413793103453,-0.15172413793103448,-0.3103448275862069,-0.3689655172413793,246.0,200.0,183.0,0.2,-0.15172413793103448,-0.32068965517241377,-0.3724137931034483,1.17,moderate_debt
ALM,2024-03-26,236.0,289.61,0.2271610169491526,-0.1440677966101695,-0.15254237288135594,-0.586864406779661,202.0,200.0,97.5,0.2,-0.2288135593220339,-0.2288135593220339,-0.586864406779661,1.73,high_debt
DOM,2024-10-02,59.0,71.3,0.2084745762711864,-0.11864406779661017,-0.27762711864406786,-0.1647457627118644,52.0,42.62,49.28,0.2,-0.12881355932203392,-0.27762711864406786,-0.4583050847457627,4.77,moderate_debt
DOM,2024-12-04,55.75,70.89,0.2715695067264574,-0.1458295964125561,-0.3434977578475336,-0.22080717488789242,47.62,36.6,43.44,0.2,-0.1458295964125561,-0.42672645739910314,-0.42672645739910314,4.77,moderate_debt
AMBEA,2023-03-02,35.1,49.59,0.41282051282051285,-0.009116809116809125,0.039886039886039844,0.7621082621082621,34.78,36.5,61.85,0.2,-0.07236467236467234,-0.07236467236467234,-0.07236467236467234,9.74,moderate_debt
AMBEA,2023-05-09,39.56,49.62,0.2542972699696662,-0.0844287158746209,0.12588473205257827,0.717644084934277,36.22,44.54,67.95,0.2,-0.15773508594539942,-0.15773508594539942,-0.15773508594539942,9.74,moderate_debt
AMBEA,2023-07-14,33.4,49.73,0.48892215568862274,0.1598802395209582,0.6347305389221558,1.276946107784431,38.74,54.6,76.05,0.2,-0.0011976047904191363,-0.0011976047904191363,-0.0011976047904191363,9.74,moderate_debt
AMBEA,2023-09-15,35.08,49.76,0.4184720638540479,0.4076396807297607,0.7032497149372863,1.5470353477765109,49.38,59.75,89.35,0.2,-0.027936145952109376,-0.027936145952109376,-0.027936145952109376,9.74,moderate_debt
AMBEA,2024-01-24,50.95,64.43,0.2645731108930324,0.2639842983316978,0.5878312070657508,0.8635917566241412,64.4,80.9,94.95,0.2,-0.017664376840039363,-0.017664376840039363,-0.017664376840039363,9.02,moderate_debt
CLEM,2024-02-06,7.98,10.67,0.33709273182957383,0.11027568922305751,0.0025062656641603475,-0.11654135338345871,8.86,8.0,7.05,0.2,-0.032581453634085294,-0.032581453634085294,-0.17293233082706777,9.83,low_debt
CLEM,2024-03-19,8.0,10.52,0.31499999999999995,0.10499999999999998,0.06000000000000005,0.050000000000000044,8.84,8.48,8.4,0.2,-0.03500000000000003,-0.03500000000000003,-0.17500000000000004,9.83,low_debt
CLEM,2024-10-30,7.52,10.1,0.34308510638297873,-0.049202127659574366,0.23005319148936176,0.21675531914893628,7.15,9.25,9.15,0.2,-0.12234042553191489,-0.12234042553191489,-0.12234042553191489,9.67,low_debt
DEDI,2024-10-31,58.6,83.12,0.4184300341296929,0.09726962457337876,-0.2901023890784983,-0.2209897610921502,64.3,41.6,45.65,0.2,-0.05631399317406151,-0.2901023890784983,-0.30460750853242324,7.08,low_debt
BILI A,2023-01-18,121.3,175.74,0.44880461665292676,0.0527617477328937,-0.09645507007419624,0.01236603462489695,127.7,109.6,122.8,0.2,-0.04534212695795548,-0.14591920857378404,-0.19579554822753503,9.46,low_debt
BILI A,2023-03-01,137.7,178.05,0.2930283224400873,-0.23166303558460416,-0.2381989832970224,-0.03485838779956415,105.8,104.9,132.9,0.2,-0.24473493100944074,-0.2585330428467683,-0.2915758896151053,9.46,low_debt
BILI A,2023-04-14,132.1,175.99,0.33224829674489037,-0.1627554882664648,-0.1998485995457986,-0.013626040878122506,110.6,105.7,130.3,0.2,-0.21574564723694173,-0.22710068130204392,-0.2615442846328539,9.46,low_debt
BILI A,2023-05-30,105.8,175.38,0.6576559546313799,-0.008506616257088767,0.05387523629489606,0.393194706994329,104.9,111.5,147.4,0.2,-0.0349716446124764,-0.0779773156899811,-0.0779773156899811,9.46,low_debt
BILI A,2023-07-13,110.6,176.19,0.5930379746835444,-0.044303797468354354,0.159132007233273,0.3544303797468356,105.7,128.2,149.8,0.2,-0.07685352622061484,-0.11799276672694392,-0.11799276672694392,9.46,low_debt
BILI A,2023-08-24,102.1,173.98,0.7040156709108717,0.0832517140058766,0.1537708129285015,0.27032321253672864,110.6,117.8,129.7,0.2,-0.04456415279138097,-0.04456415279138097,-0.04456415279138097,9.46,low_debt
BILI A,2023-10-05,106.6,174.65,0.6383677298311446,0.21575984990619138,0.27579737335834903,0.08348968105065672,129.6,136.0,115.5,0.2,-0.08489681050656658,-0.08489681050656658,-0.08489681050656658,9.46,low_debt
BILI A,2023-11-16,108.7,177.1,0.6292548298068076,0.04875804967801285,0.35050597976080966,0.15271389144434216,114.0,146.8,125.3,0.2,0.011039558417663319,0.011039558417663319,0.011039558417663319,9.46,low_debt
BILI A,2024-02-13,115.1,144.0,0.2510860121633363,0.2589052997393572,0.09470026064291925,0.2623805386620332,144.9,126.0,145.3,0.2,-0.009556907037358769,-0.009556907037358769,-0.022589052997393524,10.0,low_debt
GIGA,2024-10-30,3.14,6.54,1.0828025477707006,0.07006369426751584,-0.1273885350318471,-0.03821656050955417,3.36,2.74,3.02,0.2,-0.29936305732484075,-0.29936305732484075,-0.29936305732484075,4.17,extreme_debt
BOKUS,2023-07-13,32.4,40.19,0.2404320987654321,-0.0462962962962963,-0.018518518518518455,0.4876543209876545,30.9,31.8,48.2,0.2,-0.1080246913580247,-0.15740740740740736,-0.15740740740740736,10.0,low_debt
BOKUS,2023-09-14,30.4,40.84,0.3434210526315791,0.0032894736842105734,0.5230263157894737,0.5427631578947368,30.5,46.3,46.9,0.2,-0.10197368421052624,-0.10197368421052624,-0.10197368421052624,10.0,low_debt
BOKUS,2023-11-16,30.1,40.55,0.3471760797342191,0.15282392026578076,0.5681063122923589,0.7475083056478405,34.7,47.2,52.6,0.2,-0.0033222591362126715,-0.0033222591362126715,-0.0033222591362126715,10.0,low_debt
BHG,2023-05-09,11.25,13.72,0.21955555555555561,0.6888888888888889,-0.07377777777777779,0.44088888888888894,19.0,10.42,16.21,0.2,-0.008888888888888858,-0.17955555555555552,-0.17955555555555552,10.0,low_debt
DUST,2023-11-17,7.46,11.09,0.4865951742627346,0.6353887399463806,0.6849865951742627,-0.08579088471849862,12.2,12.57,6.82,0.2,0.04155495978552273,0.04155495978552273,-0.11394101876675598,10.0,low_debt
CEDER,2023-08-17,13.8,25.36,0.8376811594202898,-0.07246376811594203,-0.014492753623188482,0.5507246376811592,12.8,13.6,21.4,0.2,-0.15942028985507253,-0.15942028985507253,-0.15942028985507253,8.07,low_debt
CEDER,2023-10-19,12.5,25.04,1.0031999999999999,0.024000000000000056,0.2,1.4,12.8,15.0,30.0,0.2,-0.055999999999999946,-0.055999999999999946,-0.055999999999999946,8.07,low_debt
CEDER,2023-12-21,12.0,25.16,1.0966666666666667,0.3583333333333334,0.8000000000000002,1.25,16.3,21.6,27.0,0.2,-0.008333333333333304,-0.008333333333333304,-0.008333333333333304,8.07,low_debt
CEDER,2024-02-27,14.9,25.39,0.7040268456375839,0.48993288590604017,0.4093959731543624,1.2281879194630876,22.2,21.0,33.2,0.2,-0.10738255033557044,-0.10738255033557044,-0.10738255033557044,8.07,low_debt
CHEF,2023-11-13,13.65,17.21,0.2608058608058608,0.31868131868131866,0.5677655677655676,0.9047619047619048,18.0,21.4,26.0,0.2,-0.02930402930402933,-0.02930402930402933,-0.02930402930402933,0.0,moderate_debt
ACAD,2023-07-14,50.25,85.4,0.6995024875621891,-0.006567164179104443,0.03482587064676617,0.03482587064676617,49.92,52.0,52.0,0.2,-0.08935323383084581,-0.08935323383084581,-0.08935323383084581,6.37,moderate_debt
ACAD,2023-09-15,48.94,85.21,0.7411115651818553,0.025745811197384658,-0.032284429914180596,0.3751532488761749,50.2,47.36,67.3,0.2,-0.06497752349816101,-0.06497752349816101,-0.06497752349816101,6.37,moderate_debt
ACAD,2023-11-17,50.85,85.12,0.6739429695181908,-0.05408062930186824,0.08357915437561456,0.22320550639134712,48.1,55.1,62.2,0.2,-0.05408062930186824,-0.07807276302851522,-0.07807276302851522,6.37,moderate_debt
ACAD,2024-01-24,57.65,85.27,0.4790980052038161,-0.12228967909800516,-0.04596704249783172,0.17606244579358193,50.6,55.0,67.8,0.2,-0.18681699913269725,-0.18681699913269725,-0.18681699913269725,6.37,moderate_debt
ACAD,2024-03-27,48.6,85.17,0.7524691358024691,0.0823045267489712,0.39917695473251025,0.6748971193415638,52.6,68.0,81.4,0.2,-0.022633744855967107,-0.022633744855967107,-0.022633744855967107,6.37,moderate_debt
ACAD,2024-08-29,65.6,105.9,0.6143292682926832,-0.06859756097560965,0.17378048780487815,0.4131097560975611,61.1,77.0,92.7,0.2,-0.08079268292682923,-0.09603658536585362,-0.09603658536585362,6.52,moderate_debt
ACAD,2024-10-31,65.7,112.0,0.7047184170471841,0.0532724505327245,0.16438356164383558,0.5981735159817351,69.2,76.5,105.0,0.2,-0.09741248097412489,-0.09741248097412489,-0.09741248097412489,6.55,moderate_debt
BMAX,2023-03-02,36.98,122.95,2.3247701460248784,-0.18442401297998912,-0.15089237425635477,-0.08815575987020006,30.16,31.4,33.72,0.2,-0.21146565711195234,-0.25202812330989716,-0.28718226068144936,5.52,low_debt
BMAX,2023-05-09,30.38,122.93,3.0464121132323903,0.11125740618828174,-0.023041474654377857,0.13693219223173142,33.76,29.68,34.54,0.2,-0.08953258722843972,-0.1323238973008558,-0.1323238973008558,5.52,low_debt
BMAX,2023-07-14,29.92,122.61,3.0979278074866308,-0.05481283422459895,0.3696524064171121,0.30013368983957206,28.28,40.98,38.9,0.2,-0.07085561497326207,-0.11898395721925141,-0.11898395721925141,5.52,low_debt
BMAX,2023-09-15,29.86,122.58,3.105157401205626,0.1821835231078365,0.07166778298727397,0.42531815137307444,35.3,32.0,42.56,0.2,-0.11721366376423309,-0.11721366376423309,-0.11721366376423309,5.52,low_debt
BMAX,2023-11-17,30.86,123.33,2.9964355152300715,0.18600129617628003,0.24303305249513935,0.4193130265716137,36.6,38.36,43.8,0.2,-0.025275437459494527,-0.025275437459494527,-0.025275437459494527,5.52,low_debt
BMAX,2024-01-24,38.0,96.05,1.5276315789473685,-0.11526315789473691,-0.005263157894736917,0.21578947368421061,33.62,37.8,46.2,0.2,-0.15789473684210525,-0.15789473684210525,-0.15789473684210525,7.69,moderate_debt
BMAX,2024-03-27,35.78,98.42,1.7506987143655672,0.005030743432084955,0.1978759083286752,0.45192845164896595,35.96,42.86,51.95,0.2,-0.07043040804918958,-0.07043040804918958,-0.07043040804918958,7.69,moderate_debt
BMAX,2024-08-29,41.82,70.13,0.6769488283118124,0.032998565279770506,0.2171209947393591,0.3940698230511716,43.2,50.9,58.3,0.2,-0.10569105691056914,-0.10569105691056914,-0.10569105691056914,9.58,moderate_debt
BMAX,2024-10-31,44.68,55.4,0.2399283795881826,0.07027752909579231,0.07430617726051926,0.08325872873769022,47.82,48.0,48.4,0.2,-0.058639212175469954,-0.058639212175469954,-0.058639212175469954,10.0,moderate_debt
HEGR,2024-10-30,3.44,4.61,0.34011627906976755,0.43023255813953487,-0.06976744186046505,-0.7921511627906977,4.92,3.2,0.715,0.2,-0.29651162790697677,-0.29651162790697677,-0.7921511627906977,10.0,low_debt
HUM,2023-03-01,14.34,59.91,3.177824267782426,0.0822873082287308,0.8793584379358438,0.7712691771269177,15.52,26.95,25.4,0.2,-0.13528591352859132,-0.13528591352859132,-0.13528591352859132,10.0,moderate_debt
HUM,2023-05-08,15.82,58.96,2.72692793931732,0.8141592920353982,0.8299620733249051,0.9279393173198482,28.7,28.95,30.5,0.2,-0.10240202275600511,-0.10240202275600511,-0.10240202275600511,10.0,moderate_debt
HUM,2023-07-13,25.9,59.4,1.2934362934362935,0.03474903474903483,0.044401544401544486,0.3243243243243243,26.8,27.05,34.3,0.2,-0.017374517374517347,-0.017374517374517347,-0.09845559845559836,10.0,moderate_debt
HUM,2023-09-14,27.8,59.44,1.1381294964028776,-0.023381294964028854,-0.13129496402877705,0.16906474820143882,27.15,24.15,32.5,0.2,-0.08093525179856115,-0.1528776978417266,-0.16007194244604314,10.0,moderate_debt
HUM,2023-11-16,28.65,59.02,1.0600349040139618,-0.10645724258289693,0.08376963350785348,0.29668411867364747,25.6,31.05,37.15,0.2,-0.16055846422338563,-0.1849912739965095,-0.1849912739965095,10.0,moderate_debt
HUM,2024-01-23,24.9,64.5,1.5903614457831328,0.02409638554216873,0.34538152610441775,0.40562248995983946,25.5,33.5,35.0,0.2,-0.062248995983935636,-0.062248995983935636,-0.062248995983935636,10.0,moderate_debt
HUM,2024-03-26,24.25,64.62,1.6647422680412374,0.4783505154639176,0.38969072164948465,0.7340206185567009,35.85,33.7,42.05,0.2,-0.02886597938144327,-0.02886597938144327,-0.02886597938144327,10.0,moderate_debt
HUM,2024-08-28,32.1,63.35,0.9735202492211837,0.13084112149532695,0.4267912772585668,0.2616822429906541,36.3,45.8,40.5,0.2,-0.026479750778816244,-0.026479750778816244,-0.026479750778816244,10.0,moderate_debt
HUM,2024-10-30,38.45,63.38,0.648374512353706,-0.08062418725617689,0.020806241872561693,0.24447334200260074,35.35,39.25,47.85,0.2,-0.09752925877763328,-0.10013003901170354,-0.1157347204161249,10.0,moderate_debt
DORO,2023-02-22,14.9,51.44,2.4523489932885907,0.030201342281879148,0.07382550335570467,0.7114093959731543,15.35,16.0,25.5,0.2,-0.06711409395973154,-0.06711409395973154,-0.06711409395973154,5.44,low_debt
DORO,2023-04-28,15.25,52.45,2.4393442622950823,0.05245901639344267,0.009836065573770515,0.4098360655737705,16.05,15.4,21.5,0.2,-0.04918032786885246,-0.04918032786885246,-0.04918032786885246,5.44,low_debt
DORO,2023-07-06,15.15,51.48,2.398019801980198,0.026402640264026424,0.3993399339933993,0.3861386138613861,15.55,21.2,21.0,0.2,-0.026402640264026424,-0.026402640264026424,-0.026402640264026424,5.44,low_debt
DORO,2023-09-07,17.0,52.42,2.083529411764706,0.22352941176470592,0.5823529411764705,0.623529411764706,20.8,26.9,27.6,0.2,-0.10882352941176468,-0.10882352941176468,-0.10882352941176468,5.44,low_debt
DORO,2023-11-09,19.0,51.62,1.7168421052631577,0.06315789473684207,0.06842105263157898,0.768421052631579,20.2,20.3,33.6,0.2,0.0,0.0,0.0,5.44,low_debt
DORO,2024-01-16,20.9,33.29,0.5928229665071771,0.09090909090909102,0.009569377990430759,0.6172248803827751,22.8,21.1,33.8,0.2,-0.05023923444976063,-0.06220095693779891,-0.06220095693779891,5.82,low_debt
DORO,2024-03-19,23.5,33.71,0.434468085106383,-0.10638297872340426,0.10212765957446802,0.4553191489361703,21.0,25.9,34.2,0.2,-0.16595744680851057,-0.16595744680851057,-0.16595744680851057,5.82,low_debt
DORO,2024-05-27,20.8,34.13,0.6408653846153847,0.15865384615384617,0.5721153846153847,0.6466346153846153,24.1,32.7,34.25,0.2,-0.009615384615384581,-0.009615384615384581,-0.009615384615384581,5.82,low_debt
EMBELL,2023-10-19,15.8,21.31,0.34873417721518973,0.6075949367088606,0.48101265822784794,1.0316455696202531,25.4,23.4,32.1,0.3,0.0,0.0,0.0,4.5,moderate_debt
ALM,2023-11-16,290.0,431.73,0.48872413793103453,-0.15172413793103448,-0.3103448275862069,-0.3689655172413793,246.0,200.0,183.0,0.3,-0.15172413793103448,-0.32068965517241377,-0.3724137931034483,1.17,moderate_debt
AMBEA,2023-03-02,35.1,49.59,0.41282051282051285,-0.009116809116809125,0.039886039886039844,0.7621082621082621,34.78,36.5,61.85,0.3,-0.07236467236467234,-0.07236467236467234,-0.07236467236467234,9.74,moderate_debt
AMBEA,2023-07-14,33.4,49.73,0.48892215568862274,0.1598802395209582,0.6347305389221558,1.276946107784431,38.74,54.6,76.05,0.3,-0.0011976047904191363,-0.0011976047904191363,-0.0011976047904191363,9.74,moderate_debt
AMBEA,2023-09-15,35.08,49.76,0.4184720638540479,0.4076396807297607,0.7032497149372863,1.5470353477765109,49.38,59.75,89.35,0.3,-0.027936145952109376,-0.027936145952109376,-0.027936145952109376,9.74,moderate_debt
CLEM,2024-02-06,7.98,10.67,0.33709273182957383,0.11027568922305751,0.0025062656641603475,-0.11654135338345871,8.86,8.0,7.05,0.3,-0.032581453634085294,-0.032581453634085294,-0.17293233082706777,9.83,low_debt
CLEM,2024-03-19,8.0,10.52,0.31499999999999995,0.10499999999999998,0.06000000000000005,0.050000000000000044,8.84,8.48,8.4,0.3,-0.03500000000000003,-0.03500000000000003,-0.17500000000000004,9.83,low_debt
CLEM,2024-10-30,7.52,10.1,0.34308510638297873,-0.049202127659574366,0.23005319148936176,0.21675531914893628,7.15,9.25,9.15,0.3,-0.12234042553191489,-0.12234042553191489,-0.12234042553191489,9.67,low_debt
DEDI,2024-10-31,58.6,83.12,0.4184300341296929,0.09726962457337876,-0.2901023890784983,-0.2209897610921502,64.3,41.6,45.65,0.3,-0.05631399317406151,-0.2901023890784983,-0.30460750853242324,7.08,low_debt
BILI A,2023-01-18,121.3,175.74,0.44880461665292676,0.0527617477328937,-0.09645507007419624,0.01236603462489695,127.7,109.6,122.8,0.3,-0.04534212695795548,-0.14591920857378404,-0.19579554822753503,9.46,low_debt
BILI A,2023-04-14,132.1,175.99,0.33224829674489037,-0.1627554882664648,-0.1998485995457986,-0.013626040878122506,110.6,105.7,130.3,0.3,-0.21574564723694173,-0.22710068130204392,-0.2615442846328539,9.46,low_debt
BILI A,2023-05-30,105.8,175.38,0.6576559546313799,-0.008506616257088767,0.05387523629489606,0.393194706994329,104.9,111.5,147.4,0.3,-0.0349716446124764,-0.0779773156899811,-0.0779773156899811,9.46,low_debt
BILI A,2023-07-13,110.6,176.19,0.5930379746835444,-0.044303797468354354,0.159132007233273,0.3544303797468356,105.7,128.2,149.8,0.3,-0.07685352622061484,-0.11799276672694392,-0.11799276672694392,9.46,low_debt
BILI A,2023-08-24,102.1,173.98,0.7040156709108717,0.0832517140058766,0.1537708129285015,0.27032321253672864,110.6,117.8,129.7,0.3,-0.04456415279138097,-0.04456415279138097,-0.04456415279138097,9.46,low_debt
BILI A,2023-10-05,106.6,174.65,0.6383677298311446,0.21575984990619138,0.27579737335834903,0.08348968105065672,129.6,136.0,115.5,0.3,-0.08489681050656658,-0.08489681050656658,-0.08489681050656658,9.46,low_debt
BILI A,2023-11-16,108.7,177.1,0.6292548298068076,0.04875804967801285,0.35050597976080966,0.15271389144434216,114.0,146.8,125.3,0.3,0.011039558417663319,0.011039558417663319,0.011039558417663319,9.46,low_debt
GIGA,2024-10-30,3.14,6.54,1.0828025477707006,0.07006369426751584,-0.1273885350318471,-0.03821656050955417,3.36,2.74,3.02,0.3,-0.29936305732484075,-0.29936305732484075,-0.29936305732484075,4.17,extreme_debt
BOKUS,2023-09-14,30.4,40.84,0.3434210526315791,0.0032894736842105734,0.5230263157894737,0.5427631578947368,30.5,46.3,46.9,0.3,-0.10197368421052624,-0.10197368421052624,-0.10197368421052624,10.0,low_debt
BOKUS,2023-11-16,30.1,40.55,0.3471760797342191,0.15282392026578076,0.5681063122923589,0.7475083056478405,34.7,47.2,52.6,0.3,-0.0033222591362126715,-0.0033222591362126715,-0.0033222591362126715,10.0,low_debt
DUST,2023-11-17,7.46,11.09,0.4865951742627346,0.6353887399463806,0.6849865951742627,-0.08579088471849862,12.2,12.57,6.82,0.3,0.04155495978552273,0.04155495978552273,-0.11394101876675598,10.0,low_debt
CEDER,2023-08-17,13.8,25.36,0.8376811594202898,-0.07246376811594203,-0.014492753623188482,0.5507246376811592,12.8,13.6,21.4,0.3,-0.15942028985507253,-0.15942028985507253,-0.15942028985507253,8.07,low_debt
CEDER,2023-10-19,12.5,25.04,1.0031999999999999,0.024000000000000056,0.2,1.4,12.8,15.0,30.0,0.3,-0.055999999999999946,-0.055999999999999946,-0.055999999999999946,8.07,low_debt
CEDER,2023-12-21,12.0,25.16,1.0966666666666667,0.3583333333333334,0.8000000000000002,1.25,16.3,21.6,27.0,0.3,-0.008333333333333304,-0.008333333333333304,-0.008333333333333304,8.07,low_debt
CEDER,2024-02-27,14.9,25.39,0.7040268456375839,0.48993288590604017,0.4093959731543624,1.2281879194630876,22.2,21.0,33.2,0.3,-0.10738255033557044,-0.10738255033557044,-0.10738255033557044,8.07,low_debt
ACAD,2023-07-14,50.25,85.4,0.6995024875621891,-0.006567164179104443,0.03482587064676617,0.03482587064676617,49.92,52.0,52.0,0.3,-0.08935323383084581,-0.08935323383084581,-0.08935323383084581,6.37,moderate_debt
ACAD,2023-09-15,48.94,85.21,0.7411115651818553,0.025745811197384658,-0.032284429914180596,0.3751532488761749,50.2,47.36,67.3,0.3,-0.06497752349816101,-0.06497752349816101,-0.06497752349816101,6.37,moderate_debt
ACAD,2023-11-17,50.85,85.12,0.6739429695181908,-0.05408062930186824,0.08357915437561456,0.22320550639134712,48.1,55.1,62.2,0.3,-0.05408062930186824,-0.07807276302851522,-0.07807276302851522,6.37,moderate_debt
ACAD,2024-01-24,57.65,85.27,0.4790980052038161,-0.12228967909800516,-0.04596704249783172,0.17606244579358193,50.6,55.0,67.8,0.3,-0.18681699913269725,-0.18681699913269725,-0.18681699913269725,6.37,moderate_debt
ACAD,2024-03-27,48.6,85.17,0.7524691358024691,0.0823045267489712,0.39917695473251025,0.6748971193415638,52.6,68.0,81.4,0.3,-0.022633744855967107,-0.022633744855967107,-0.022633744855967107,6.37,moderate_debt
ACAD,2024-08-29,65.6,105.9,0.6143292682926832,-0.06859756097560965,0.17378048780487815,0.4131097560975611,61.1,77.0,92.7,0.3,-0.08079268292682923,-0.09603658536585362,-0.09603658536585362,6.52,moderate_debt
ACAD,2024-10-31,65.7,112.0,0.7047184170471841,0.0532724505327245,0.16438356164383558,0.5981735159817351,69.2,76.5,105.0,0.3,-0.09741248097412489,-0.09741248097412489,-0.09741248097412489,6.55,moderate_debt
BMAX,2023-03-02,36.98,122.95,2.3247701460248784,-0.18442401297998912,-0.15089237425635477,-0.08815575987020006,30.16,31.4,33.72,0.3,-0.21146565711195234,-0.25202812330989716,-0.28718226068144936,5.52,low_debt
BMAX,2023-05-09,30.38,122.93,3.0464121132323903,0.11125740618828174,-0.023041474654377857,0.13693219223173142,33.76,29.68,34.54,0.3,-0.08953258722843972,-0.1323238973008558,-0.1323238973008558,5.52,low_debt
BMAX,2023-07-14,29.92,122.61,3.0979278074866308,-0.05481283422459895,0.3696524064171121,0.30013368983957206,28.28,40.98,38.9,0.3,-0.07085561497326207,-0.11898395721925141,-0.11898395721925141,5.52,low_debt
BMAX,2023-09-15,29.86,122.58,3.105157401205626,0.1821835231078365,0.07166778298727397,0.42531815137307444,35.3,32.0,42.56,0.3,-0.11721366376423309,-0.11721366376423309,-0.11721366376423309,5.52,low_debt
BMAX,2023-11-17,30.86,123.33,2.9964355152300715,0.18600129617628003,0.24303305249513935,0.4193130265716137,36.6,38.36,43.8,0.3,-0.025275437459494527,-0.025275437459494527,-0.025275437459494527,5.52,low_debt
BMAX,2024-01-24,38.0,96.05,1.5276315789473685,-0.11526315789473691,-0.005263157894736917,0.21578947368421061,33.62,37.8,46.2,0.3,-0.15789473684210525,-0.15789473684210525,-0.15789473684210525,7.69,moderate_debt
